,src_imgPath,part_imgPath,part_edgePath,tgt_imgPath,mask_imgPath,landmark1_x,landmark1_y,landmark2_x,landmark2_y,bbox_x1,bbox_y1,bbox_x2,bbox_y2,collar_type,edge_imgPath
53,./DATA/Res/croped/2041488588_567219361968-00004.jpg,./DATA/Res/collar/2041488588_567219361968-00004.jpg,./DATA/Res/collarEdge/2041488588_567219361968-00004.jpg,./DATA/Res/target/2041488588_567219361968-00004.jpg,./DATA/Res/mask/2041488588_567219361968-00004.jpg,96,30,163,27,79,0,179,100,0,./DATA/Res/edges/2041488588_567219361968-00004.jpg
55,./DATA/Res/croped/2052724323_565544171480-00001.jpg,./DATA/Res/collar/2052724323_565544171480-00001.jpg,./DATA/Res/collarEdge/2052724323_565544171480-00001.jpg,./DATA/Res/target/2052724323_565544171480-00001.jpg,./DATA/Res/mask/2052724323_565544171480-00001.jpg,97,50,162,51,79,0,179,100,0,./DATA/Res/edges/2052724323_565544171480-00001.jpg
56,./DATA/Res/croped/2053471723_570771195146-00004.jpg,./DATA/Res/collar/2053471723_570771195146-00004.jpg,./DATA/Res/collarEdge/2053471723_570771195146-00004.jpg,./DATA/Res/target/2053471723_570771195146-00004.jpg,./DATA/Res/mask/2053471723_570771195146-00004.jpg,92,26,160,23,76,0,176,100,0,./DATA/Res/edges/2053471723_570771195146-00004.jpg
57,./DATA/Res/croped/2073188154_566611705128-00004.jpg,./DATA/Res/collar/2073188154_566611705128-00004.jpg,./DATA/Res/collarEdge/2073188154_566611705128-00004.jpg,./DATA/Res/target/2073188154_566611705128-00004.jpg,./DATA/Res/mask/2073188154_566611705128-00004.jpg,107,46,156,43,81,0,181,100,0,./DATA/Res/edges/2073188154_566611705128-00004.jpg
58,./DATA/Res/croped/2086163589_567917748240-00004.jpg,./DATA/Res/collar/2086163589_567917748240-00004.jpg,./DATA/Res/collarEdge/2086163589_567917748240-00004.jpg,./DATA/Res/target/2086163589_567917748240-00004.jpg,./DATA/Res/mask/2086163589_567917748240-00004.jpg,105,34,157,34,81,0,181,100,0,./DATA/Res/edges/2086163589_567917748240-00004.jpg
59,./DATA/Res/croped/2114750339_570622831789-00003.jpg,./DATA/Res/collar/2114750339_570622831789-00003.jpg,./DATA/Res/collarEdge/2114750339_570622831789-00003.jpg,./DATA/Res/target/2114750339_570622831789-00003.jpg,./DATA/Res/mask/2114750339_570622831789-00003.jpg,101,25,160,27,80,0,180,100,0,./DATA/Res/edges/2114750339_570622831789-00003.jpg
60,./DATA/Res/croped/2114750339_570622831789-00004.jpg,./DATA/Res/collar/2114750339_570622831789-00004.jpg,./DATA/Res/collarEdge/2114750339_570622831789-00004.jpg,./DATA/Res/target/2114750339_570622831789-00004.jpg,./DATA/Res/mask/2114750339_570622831789-00004.jpg,91,23,163,25,77,0,177,100,0,./DATA/Res/edges/2114750339_570622831789-00004.jpg
61,./DATA/Res/croped/2119409993_567972841141-00000.jpg,./DATA/Res/collar/2119409993_567972841141-00000.jpg,./DATA/Res/collarEdge/2119409993_567972841141-00000.jpg,./DATA/Res/target/2119409993_567972841141-00000.jpg,./DATA/Res/mask/2119409993_567972841141-00000.jpg,113,29,155,28,84,0,184,100,5,./DATA/Res/edges/2119409993_567972841141-00000.jpg
62,./DATA/Res/croped/2119409993_567972841141-00004.jpg,./DATA/Res/collar/2119409993_567972841141-00004.jpg,./DATA/Res/collarEdge/2119409993_567972841141-00004.jpg,./DATA/Res/target/2119409993_567972841141-00004.jpg,./DATA/Res/mask/2119409993_567972841141-00004.jpg,100,34,153,35,76,0,176,100,5,./DATA/Res/edges/2119409993_567972841141-00004.jpg
63,./DATA/Res/croped/2119409993_567972841141-00005.jpg,./DATA/Res/collar/2119409993_567972841141-00005.jpg,./DATA/Res/collarEdge/2119409993_567972841141-00005.jpg,./DATA/Res/target/2119409993_567972841141-00005.jpg,./DATA/Res/mask/2119409993_567972841141-00005.jpg,101,31,160,29,80,0,180,100,5,./DATA/Res/edges/2119409993_567972841141-00005.jpg
64,./DATA/Res/croped/2141135570_566314219011-00004.jpg,./DATA/Res/collar/2141135570_566314219011-00004.jpg,./DATA/Res/collarEdge/2141135570_566314219011-00004.jpg,./DATA/Res/target/2141135570_566314219011-00004.jpg,./DATA/Res/mask/2141135570_566314219011-00004.jpg,94,28,152,25,73,0,173,100,0,./DATA/Res/edges/2141135570_566314219011-00004.jpg
65,./DATA/Res/croped/2173394081_567587676322-00002.jpg,./DATA/Res/collar/2173394081_567587676322-00002.jpg,./DATA/Res/collarEdge/2173394081_567587676322-00002.jpg,./DATA/Res/target/2173394081_567587676322-00002.jpg,./DATA/Res/mask/2173394081_567587676322-00002.jpg,100,48,152,46,76,0,176,100,0,./DATA/Res/edges/2173394081_567587676322-00002.jpg
66,./DATA/Res/croped/2173394081_567587676322-00003.jpg,./DATA/Res/collar/2173394081_567587676322-00003.jpg,./DATA/Res/collarEdge/2173394081_567587676322-00003.jpg,./DATA/Res/target/2173394081_567587676322-00003.jpg,./DATA/Res/mask/2173394081_567587676322-00003.jpg,97,48,149,50,73,0,173,100,0,./DATA/Res/edges/2173394081_567587676322-00003.jpg
67,./DATA/Res/croped/2173394081_567587676322-00004.jpg,./DATA/Res/collar/2173394081_567587676322-00004.jpg,./DATA/Res/collarEdge/2173394081_567587676322-00004.jpg,./DATA/Res/target/2173394081_567587676322-00004.jpg,./DATA/Res/mask/2173394081_567587676322-00004.jpg,97,60,149,58,73,9,173,109,0,./DATA/Res/edges/2173394081_567587676322-00004.jpg
68,./DATA/Res/croped/2186347084_567640315415-00004.jpg,./DATA/Res/collar/2186347084_567640315415-00004.jpg,./DATA/Res/collarEdge/2186347084_567640315415-00004.jpg,./DATA/Res/target/2186347084_567640315415-00004.jpg,./DATA/Res/mask/2186347084_567640315415-00004.jpg,108,39,162,38,85,0,185,100,0,./DATA/Res/edges/2186347084_567640315415-00004.jpg
70,./DATA/Res/croped/2261936482_566868028894-00004.jpg,./DATA/Res/collar/2261936482_566868028894-00004.jpg,./DATA/Res/collarEdge/2261936482_566868028894-00004.jpg,./DATA/Res/target/2261936482_566868028894-00004.jpg,./DATA/Res/mask/2261936482_566868028894-00004.jpg,96,30,153,28,74,0,174,100,0,./DATA/Res/edges/2261936482_566868028894-00004.jpg
71,./DATA/Res/croped/2271331966_566958551989-00004.jpg,./DATA/Res/collar/2271331966_566958551989-00004.jpg,./DATA/Res/collarEdge/2271331966_566958551989-00004.jpg,./DATA/Res/target/2271331966_566958551989-00004.jpg,./DATA/Res/mask/2271331966_566958551989-00004.jpg,99,34,131,30,65,0,165,100,0,./DATA/Res/edges/2271331966_566958551989-00004.jpg
72,./DATA/Res/croped/2292633444_567557688546-00001.jpg,./DATA/Res/collar/2292633444_567557688546-00001.jpg,./DATA/Res/collarEdge/2292633444_567557688546-00001.jpg,./DATA/Res/target/2292633444_567557688546-00001.jpg,./DATA/Res/mask/2292633444_567557688546-00001.jpg,97,50,162,51,79,0,179,100,0,./DATA/Res/edges/2292633444_567557688546-00001.jpg
73,./DATA/Res/croped/2292633444_567765946786-00001.jpg,./DATA/Res/collar/2292633444_567765946786-00001.jpg,./DATA/Res/collarEdge/2292633444_567765946786-00001.jpg,./DATA/Res/target/2292633444_567765946786-00001.jpg,./DATA/Res/mask/2292633444_567765946786-00001.jpg,97,50,162,51,79,0,179,100,0,./DATA/Res/edges/2292633444_567765946786-00001.jpg
74,./DATA/Res/croped/2292633444_567765946786-00003.jpg,./DATA/Res/collar/2292633444_567765946786-00003.jpg,./DATA/Res/collarEdge/2292633444_567765946786-00003.jpg,./DATA/Res/target/2292633444_567765946786-00003.jpg,./DATA/Res/mask/2292633444_567765946786-00003.jpg,113,16,141,15,77,0,177,100,0,./DATA/Res/edges/2292633444_567765946786-00003.jpg
