imageName,orig_H,orig_W,upper_X,upper_Y,upper_W,upper_H,shoulder1_x,shoulder1_y,shoulder2_x,shoulder2_y,sleeve1_x,sleeve1_y,sleeve2_x,sleeve2_y,type
50374340_563841856188-00002.jpg,800,800,55,3,691,762,207,130,600,106,68,661,713,676,1
1077979376_567670407206-00004.jpg,800,800,83,42,646,711,163,114,629,110,127,290,670,296,0
436871306_565271770914-00001.jpg,750,750,98,26,567,651,188,85,568,89,133,257,619,261,0
1126238441_566303596651-00005.jpg,1198,800,11,315,759,620,213,424,630,370,732,836,229,901,1
2299503799_566445288630-00003.jpg,533,800,174,156,561,375,369,221,658,185,313,373,712,326,0
2938363698_568908722974-00004.jpg,800,800,24,30,752,726,169,95,641,100,72,329,724,338,0
3218127103_566542152966-00001.jpg,800,800,79,49,637,696,213,168,567,138,110,756,679,741,1
3294572934_566738221087-00004.jpg,800,800,89,44,620,714,214,140,587,142,127,359,660,360,0
3176202399_567769608404-00002.jpg,750,750,72,61,542,645,341,65,617,205,163,253,552,471,0
70417903_566925753850-00003.jpg,800,800,56,87,665,642,188,169,573,156,124,354,666,352,0
2149581377_565861476361-00004.jpg,881,800,4,10,782,849,153,99,636,119,78,332,700,362,0
2633590079_569017253705-00004.jpg,400,400,20,31,339,310,79,71,318,79,39,162,354,170,0
3184405092_564955412727-00002.jpg,800,800,79,72,636,699,201,136,600,144,125,328,670,328,0
2968158003_570179912159-00000.jpg,800,800,109,60,570,661,217,141,582,137,168,334,630,318,0
2888139792_568969149125-00004.jpg,800,800,23,95,347,378,76,147,315,139,57,257,343,258,0
2175965962_547184351435-00000.jpg,1000,750,16,124,728,771,164,192,596,189,79,407,671,406,0
3087661699_566575771086-00001.jpg,800,800,82,89,633,651,220,159,586,152,132,356,676,350,0
2417678009_556838688065-00002.jpg,1358,1200,107,155,924,977,219,302,848,181,177,538,960,400,0
2973193017_562404581801-00004.jpg,800,800,35,55,475,693,94,277,454,282,156,722,389,752,1
1823465273_561263581155-00004.jpg,800,800,28,25,724,718,181,106,622,129,86,322,695,326,0
2562683258_567367042340-00005.jpg,1199,798,12,155,786,941,117,281,698,290,57,645,739,648,0
1766482780_557187200654-00000.jpg,800,800,136,24,523,707,235,174,572,177,176,713,626,714,1
3293637342_563585165029-00004.jpg,503,424,55,20,311,456,91,137,329,134,106,416,323,412,1
2920747312_566983925602-00004.jpg,800,800,113,26,549,735,223,64,567,56,171,256,623,253,0
544704300_44369407850-00005.jpg,1200,800,424,755,374,314,503,782,705,799,449,921,759,915,0
2902740027_565075105034-00001.jpg,800,800,95,42,612,740,160,144,582,135,124,373,651,349,0
323984423_566068474751-00003.jpg,707,730,22,25,677,633,163,81,501,69,53,233,659,235,0
2233447958_564490897493-00005.jpg,1200,800,416,131,380,467,461,166,711,170,425,558,768,560,1
1129475501_563686830290-00002.jpg,800,800,143,19,541,710,254,69,551,75,166,611,648,602,1
881693717_546976452190-00002.jpg,780,780,157,110,469,527,245,182,552,188,208,323,593,329,0
1717011501_569863090645-00005.jpg,1200,800,2,189,796,884,242,208,708,315,57,436,738,623,0
917670520_564924238068-00001.jpg,800,800,77,84,573,605,217,136,554,208,64,297,575,401,0
2437537449_564753374661-00000.jpg,752,750,33,50,625,668,52,258,374,63,119,451,540,195,0
900028270_566104697192-00001.jpg,750,750,73,73,549,587,204,150,514,173,115,309,581,335,0
870681163_569112789950-00004.jpg,800,800,45,44,699,701,173,151,617,145,107,369,689,373,0
2466528078_568669588589-00001.jpg,1200,1200,52,139,1033,1004,260,518,896,714,176,740,916,970,0
1979304945_569737853071-00000.jpg,800,800,167,54,504,607,239,122,596,129,210,310,629,294,0
1640746979_548255982055-00001.jpg,800,800,32,50,606,707,112,114,526,115,66,293,567,300,0
263817957_568350825518-00004.jpg,800,800,94,28,588,745,231,88,563,91,117,758,650,774,1
3925327848_569571787457-00004.jpg,800,800,112,94,566,661,201,168,602,170,161,371,636,374,0
289268212_566301229673-00001.jpg,800,800,105,91,579,640,222,155,590,151,157,339,638,338,0
3623480289_565299150420-00001.jpg,800,800,69,33,664,718,194,113,593,99,123,300,666,320,0
403644701_566506727946-00005.jpg,1200,800,9,179,789,842,189,300,649,296,78,549,737,551,0
1990416249_569901445030-00000.jpg,800,800,23,101,654,596,103,233,452,160,74,380,530,291,0
1762904917_538141415160-00003.jpg,800,800,142,81,618,691,137,262,521,120,273,752,727,596,1
1685099379_569646134854-00005.jpg,1200,800,117,47,563,719,200,164,601,157,152,351,652,349,0
3333974490_566740657981-00004.jpg,628,499,148,24,209,171,188,44,311,47,173,125,338,124,0
2928093914_564380038953-00004.jpg,800,800,79,18,666,722,223,94,589,100,116,626,715,621,1
2641141663_566583116916-00003.jpg,800,800,44,83,592,643,130,131,508,128,81,311,566,317,0
721195622_550604812664-00001.jpg,750,750,77,33,545,670,151,105,558,108,122,289,584,285,0
711464623_531999572129-00001.jpg,800,800,122,66,536,682,210,171,598,181,183,379,617,381,0
136477932_570037515353-00001.jpg,800,800,123,116,573,625,216,204,588,204,158,410,643,394,0
1710478745_569214067629-00000.jpg,800,800,10,13,773,755,178,97,602,87,58,283,736,289,0
875267714_565392299122-00004.jpg,800,800,10,9,766,756,136,82,556,93,52,394,714,388,0
256089668_565807878653-00003.jpg,800,800,207,144,392,505,249,216,560,218,240,364,582,363,0
1983017665_568749611011-00000.jpg,800,800,87,49,607,701,183,181,598,184,136,324,644,337,0
2601800167_567944246909-00000.jpg,800,800,53,31,687,750,165,119,628,120,123,335,667,341,0
403644701_568383407336-00000.jpg,800,800,119,130,635,634,362,255,700,362,283,385,700,534,0
3159401857_557472686437-00004.jpg,800,800,157,87,470,550,206,197,545,198,194,372,571,373,0
2878795225_567231756602-00004.jpg,800,800,132,97,549,638,232,187,583,180,182,340,643,336,0
411077368_565032373483-00005.jpg,800,533,86,148,412,513,132,246,456,237,136,709,489,700,1
1720432551_547207322265-00001.jpg,800,800,86,125,615,652,195,183,576,172,155,385,643,373,0
299079967_552604784386-00000.jpg,800,800,42,18,714,747,189,91,618,89,117,304,695,299,0
2178132945_535707495058-00001.jpg,1000,1000,35,137,629,792,127,255,576,252,214,877,580,947,1
831000451_566042240966-00002.jpg,800,800,105,72,561,672,212,194,572,212,173,418,613,421,0
798240029_566714130670-00003.jpg,800,800,95,27,611,768,183,116,618,127,135,329,664,334,0
1111900536_527276345630-00004.jpg,800,800,18,10,760,755,166,81,638,88,78,321,722,329,0
824399280_550293333960-00003.jpg,750,750,80,43,583,675,163,97,583,97,122,269,621,271,0
1986462382_565380554542-00002.jpg,1000,750,68,90,620,717,154,216,593,224,134,439,628,442,0
3486085401_568981284755-00000.jpg,800,800,145,124,534,615,216,226,606,234,197,455,621,463,0
3000748419_567331193027-00003.jpg,800,800,56,87,665,642,187,166,572,158,123,355,656,357,0
2011632299_557383623617-00004.jpg,800,800,104,85,598,700,189,136,577,145,139,295,606,317,0
670446071_566921239532-00002.jpg,800,800,70,40,590,708,316,106,643,273,127,589,378,759,1
1586594937_564078640517-00000.jpg,4064,4064,2405,618,1535,1994,389,885,1527,935,94,1485,1839,1496,0
1983017665_568749611011-00003.jpg,800,800,92,58,575,680,188,188,580,198,142,334,632,322,0
2737103389_559227079526-00004.jpg,800,800,55,55,688,672,144,257,651,263,170,686,657,729,1
81677941_565637822454-00005.jpg,1198,800,5,82,783,1002,125,237,665,240,67,500,722,505,0
3315011466_568962596849-00001.jpg,1067,799,6,62,621,785,93,174,513,183,51,383,567,391,0
3708371790_570749388709-00000.jpg,800,800,91,45,626,665,216,109,571,101,146,290,648,296,0
2930048322_557109174636-00005.jpg,1200,800,89,115,654,912,138,249,662,231,137,1044,706,1046,1
1981009505_565673314964-00004.jpg,800,800,143,169,521,587,228,222,559,211,196,399,617,387,0
859494695_559270956009-00004.jpg,800,800,58,14,649,727,180,163,574,151,106,771,650,761,1
1629680085_558923404654-00000.jpg,533,800,145,29,511,457,259,84,541,83,163,177,639,175,0
2061049965_568552271461-00000.jpg,799,799,76,130,715,573,172,237,666,174,160,521,753,464,0
778351437_565976299391-00004.jpg,800,800,87,29,627,733,171,114,628,117,127,317,676,319,0
521481462_567422398413-00003.jpg,640,750,108,34,539,558,204,104,560,104,154,261,609,254,0
2019566459_567988091778-00004.jpg,1500,1500,177,138,1167,1273,420,332,1096,326,268,1016,1250,1036,0
3169636516_566942458007-00004.jpg,800,800,44,35,709,759,151,68,618,59,101,288,700,266,0
3165080793_563664366001-00004.jpg,800,800,42,2,720,787,155,73,646,73,95,285,726,287,0
2166356588_564830758627-00004.jpg,800,800,109,52,592,681,212,151,582,145,150,362,660,356,0
170522_542571659038-00000.jpg,1000,1000,120,43,756,929,236,144,771,153,183,405,811,409,0
2051795685_39029329055-00001.jpg,800,800,145,48,486,578,228,98,555,91,188,234,604,229,0
157343295_556189876859-00005.jpg,1198,798,29,138,730,812,180,262,625,256,98,524,685,520,0
795574460_566120073174-00002.jpg,620,620,69,32,491,552,196,64,459,98,106,247,516,250,0
745740386_565185377425-00004.jpg,800,800,49,48,690,735,204,105,599,116,89,358,697,366,0
3020875612_567738009005-00004.jpg,800,800,88,66,638,713,212,132,607,135,121,352,694,347,0
1748561452_565507913606-00002.jpg,800,800,26,9,731,325,169,106,639,107,99,317,708,308,1
3017972272_560020649439-00004.jpg,800,800,153,6,518,749,187,195,592,193,178,758,617,768,1
1876164359_565025337391-00002.jpg,800,800,106,112,591,617,205,182,581,163,130,320,652,307,0
2656519450_562472668653-00003.jpg,800,800,149,114,511,651,211,220,586,217,190,785,625,776,1
2178346763_566111497654-00000.jpg,800,800,242,266,413,499,273,347,563,347,266,487,572,488,0
2572653979_544407393905-00004.jpg,800,800,69,6,685,779,144,86,659,84,108,321,684,319,0
3075928457_565781407988-00004.jpg,800,800,61,69,696,712,198,127,613,119,124,371,702,360,0
2455288326_566222139814-00004.jpg,800,800,85,30,631,732,178,106,615,104,121,303,669,303,0
1657073865_557904554082-00001.jpg,800,800,400,102,229,291,126,401,216,402,113,532,228,532,0
2676713570_567731124653-00003.jpg,533,800,47,60,738,455,231,136,482,192,49,295,555,429,0
772287406_545817144450-00002.jpg,800,800,88,77,627,689,174,174,623,176,146,367,657,364,0
206798077_549535355379-00004.jpg,800,800,158,88,449,593,231,157,546,148,167,667,550,647,1
2894685935_565198361269-00001.jpg,800,800,149,43,494,712,187,180,585,179,188,725,629,722,1
281066853_564532142369-00004.jpg,1000,750,60,185,635,604,168,319,583,308,92,599,657,602,0
1104340841_546975783525-00001.jpg,800,800,117,99,610,637,217,190,595,181,171,384,656,382,0
736057562_537918423791-00000.jpg,800,800,18,22,672,742,123,97,539,105,62,326,603,326,0
2962257955_544503573070-00000.jpg,800,800,153,139,495,603,224,233,590,222,195,732,623,712,1
78643081_566486825372-00000.jpg,1000,750,101,154,565,653,189,274,561,272,145,441,604,447,0
1684128515_568795515180-00004.jpg,800,800,91,1,632,702,188,83,621,85,141,259,664,262,0
2068517310_556660413224-00000.jpg,1000,1000,233,0,606,999,348,291,768,293,285,885,826,884,0
2452489551_527616655186-00001.jpg,1000,1000,91,94,761,822,150,242,573,230,137,824,692,835,1
37327121_541237862746-00004.jpg,800,800,65,24,690,743,195,108,633,105,114,306,694,310,0
374821319_521610178219-00000.jpg,700,700,21,6,651,546,154,54,553,54,74,240,628,241,0
2047557431_568815332300-00004.jpg,1000,750,38,67,662,815,126,108,577,111,62,336,683,310,0
2843963768_568964187047-00005.jpg,1200,800,8,203,774,833,108,336,639,335,67,712,724,700,0
2464767605_566932033861-00004.jpg,750,750,83,72,579,653,172,114,527,126,116,278,608,263,0
124713983_568633369648-00004.jpg,1000,800,28,155,751,692,156,192,554,190,64,362,710,341,0
3421866251_564942966796-00002.jpg,800,800,151,138,498,587,204,215,541,209,178,475,593,469,0
50675334_566665868342-00004.jpg,800,800,88,18,593,772,137,67,601,79,108,290,663,258,0
3519871911_565905258071-00004.jpg,800,800,81,69,641,696,210,113,583,121,129,408,658,407,0
2430379413_565230884472-00001.jpg,800,800,149,130,511,587,233,191,557,190,183,502,615,498,0
37693867_563726466237-00004.jpg,400,383,16,3,347,365,88,71,296,56,26,331,347,339,1
2532006263_565980327469-00000.jpg,800,800,103,42,615,573,164,120,639,118,138,293,665,298,0
2751799715_564796276223-00004.jpg,800,800,35,5,721,776,155,70,649,70,86,278,711,285,0
2387617990_558568292811-00004.jpg,800,800,59,15,665,777,183,145,613,151,117,787,673,787,1
1787875800_569286255719-00003.jpg,800,800,167,296,440,468,247,350,542,350,205,531,568,522,0
1998626118_567024885933-00004.jpg,3015,2837,328,184,2100,2648,655,345,2027,355,455,1905,2232,1800,0
795441464_567817768743-00004.jpg,800,800,79,50,651,722,184,134,618,132,140,348,678,329,0
848857594_566151053444-00002.jpg,800,800,83,93,614,625,202,170,567,162,143,363,643,357,0
1122432551_565908846393-00001.jpg,1200,1200,185,65,820,1038,305,247,885,242,265,893,933,893,1
3026062359_542634786566-00001.jpg,800,800,102,83,595,651,195,170,571,149,212,693,587,687,1
761669734_563888901593-00000.jpg,728,636,42,44,526,614,119,147,481,137,81,644,548,688,1
2776214491_546006688714-00004.jpg,800,800,25,85,740,650,170,192,621,190,57,413,742,406,0
1059777192_553124868940-00002.jpg,1324,1200,98,158,962,1045,234,305,834,171,196,529,933,366,0
3290606125_565608165018-00004.jpg,800,800,82,42,654,723,193,122,616,120,139,334,675,325,0
2439981014_553619452959-00002.jpg,1500,1500,268,243,1005,1167,393,360,1100,366,338,696,1157,705,0
2751799715_565121205170-00004.jpg,800,800,35,5,724,776,156,69,650,72,91,281,714,283,0
3623480289_565194403505-00000.jpg,800,800,73,63,647,685,199,124,602,117,130,314,661,332,0
1979304945_566856037259-00001.jpg,800,800,151,58,534,616,232,113,584,119,182,309,625,301,0
266419461_569245728828-00002.jpg,800,800,64,152,450,533,131,241,423,220,85,406,477,382,0
3680665984_570036304959-00001.jpg,800,800,22,145,450,439,112,181,368,183,51,331,434,331,0
778267970_548635224969-00003.jpg,468,465,54,17,361,425,118,41,337,41,75,216,378,213,0
672007900_558031642776-00001.jpg,800,800,127,88,544,624,187,172,601,167,166,712,628,712,1
1048260578_564494981171-00004.jpg,750,750,116,48,491,643,186,82,552,86,149,246,577,249,0
73900259_568772316775-00001.jpg,800,800,137,75,514,659,216,183,571,178,175,364,606,365,0
34753764_568455493962-00003.jpg,750,750,72,58,589,658,183,136,553,134,105,307,628,302,0
274013934_568462474202-00004.jpg,800,800,96,68,628,693,299,271,638,341,124,550,649,693,0
1986462382_565540211364-00004.jpg,1000,750,0,18,711,937,171,339,583,349,78,608,671,621,0
869599353_40239011552-00000.jpg,800,800,155,43,482,589,220,97,552,92,194,244,603,226,0
110747114_567102290728-00004.jpg,800,800,149,62,501,697,240,126,542,130,194,412,604,402,0
3055781561_565259310809-00000.jpg,800,800,72,32,675,721,191,98,625,97,124,294,692,287,0
1746794375_545187002955-00004.jpg,800,800,166,23,481,744,238,234,553,220,194,670,635,689,1
2880843072_566173993620-00004.jpg,800,800,169,12,434,321,278,53,498,55,192,137,577,140,0
3389125134_567164835280-00000.jpg,800,800,73,36,665,734,185,133,617,137,130,337,664,341,0
2679661377_571119532246-00004.jpg,800,800,82,81,637,685,175,172,618,164,83,351,719,339,0
857949416_566062725269-00004.jpg,800,800,43,19,709,760,158,103,632,91,122,354,678,345,0
2454549193_568345416001-00000.jpg,1200,1200,615,281,557,576,716,338,1087,339,662,674,1138,683,0
647082066_551913636617-00004.jpg,2375,1900,73,325,1732,1708,431,514,1445,507,228,1000,1645,983,0
2953534504_569447488280-00003.jpg,800,800,99,110,611,607,194,231,599,195,141,410,655,381,0
1848320483_564884173337-00004.jpg,800,800,101,46,614,704,231,143,567,158,145,712,668,703,1
2804708991_566524734631-00004.jpg,800,800,166,40,486,732,258,112,535,110,195,416,605,414,0
2416601435_565661716805-00001.jpg,1024,1024,116,37,805,969,231,141,790,148,179,434,841,437,0
715080325_564201250918-00003.jpg,800,800,157,163,487,505,257,222,536,235,198,337,603,362,0
1032187243_566063705493-00004.jpg,400,400,68,12,264,375,106,94,284,84,73,358,283,379,1
369006281_549602552260-00001.jpg,912,800,194,40,445,575,241,161,593,170,210,295,632,289,0
1860988952_567042347448-00002.jpg,800,800,146,242,500,479,216,327,588,327,198,472,592,468,0
154406075_568634023404-00005.jpg,1198,800,108,39,597,654,151,165,647,156,136,373,676,367,0
1104340841_544117371370-00001.jpg,750,750,60,12,637,696,176,93,566,80,106,300,650,293,0
2042939858_546473153677-00001.jpg,750,750,93,112,538,594,192,185,554,187,143,333,598,336,0
2271279602_566742887559-00001.jpg,800,800,115,36,549,687,206,122,583,121,172,317,622,317,0
3086870459_565865824810-00002.jpg,800,800,137,96,569,699,256,161,576,155,154,528,688,523,0
772287406_545090044223-00002.jpg,800,800,105,89,605,692,183,166,612,168,152,366,645,365,0
3513671217_566727417839-00001.jpg,800,800,145,130,497,597,224,193,566,205,193,380,591,382,0
36106775_567289725925-00004.jpg,800,800,45,25,709,740,171,80,602,71,94,267,689,260,0
354610364_566971959515-00004.jpg,800,800,21,61,753,684,169,136,634,134,70,423,722,441,0
3301871646_569351104251-00003.jpg,800,800,179,128,449,631,265,169,545,172,217,411,596,409,0
1776930577_557795402029-00000.jpg,800,800,171,105,482,591,217,188,553,167,203,641,632,641,1
2416601435_565661716805-00000.jpg,1024,1024,116,27,796,969,234,143,791,141,178,429,844,431,0
190908497_567721738710-00004.jpg,800,800,111,37,553,726,200,98,603,95,172,365,617,366,0
806802691_562794994953-00001.jpg,800,800,158,28,485,749,227,249,567,251,222,771,584,770,1
3831208968_570264266003-00003.jpg,900,700,6,4,690,671,174,42,464,34,43,247,650,236,0
3359824017_568223094217-00003.jpg,800,800,63,11,689,766,150,67,591,63,117,277,697,266,0
786760822_570013767917-00004.jpg,800,800,91,98,572,626,178,158,530,153,137,354,622,360,0
2897030264_566615467939-00000.jpg,800,800,93,28,592,729,157,82,580,64,163,284,644,290,0
672725070_569516374265-00000.jpg,3840,3840,242,376,3266,3018,979,805,2895,837,432,1605,3433,1633,0
807178921_567433511750-00003.jpg,800,800,26,134,750,631,184,169,643,206,104,352,710,398,0
2978820033_568121318154-00004.jpg,800,800,76,35,632,734,137,148,648,128,124,274,678,267,0
3171398516_567701823334-00002.jpg,800,800,89,38,616,739,182,144,609,144,131,342,656,349,0
68282684_532896382226-00004.jpg,800,800,43,24,695,727,188,88,618,88,98,512,679,534,1
2298642393_565847627928-00001.jpg,700,700,92,83,523,529,192,135,521,147,134,304,571,302,0
2554314031_569786353685-00000.jpg,800,600,14,70,542,629,105,121,476,145,64,285,506,315,0
1822758888_565604815331-00004.jpg,1200,1200,29,22,1111,1115,249,131,934,123,105,412,1094,425,0
1678687753_569810958176-00001.jpg,800,800,54,31,688,721,182,100,610,90,110,311,688,314,0
821076739_549517302641-00001.jpg,800,800,119,102,404,548,148,206,424,172,135,402,474,362,0
12006116_566662487393-00001.jpg,800,800,88,117,630,661,216,203,601,210,154,512,655,519,0
2820909557_554391481957-00004.jpg,800,800,66,38,667,716,181,148,584,145,118,571,685,579,1
91775307_550350571716-00004.jpg,800,800,50,93,693,586,211,160,593,166,83,329,715,346,0
2107914438_570368084903-00004.jpg,800,800,151,62,516,603,216,155,571,139,191,315,618,310,0
1677073744_571284557613-00001.jpg,800,800,72,41,431,592,178,83,423,84,120,303,479,295,0
2937436463_554366395305-00004.jpg,800,800,58,85,672,637,166,191,609,183,116,370,673,367,0
907846250_564145727132-00004.jpg,800,800,144,68,502,667,213,161,593,161,198,372,603,371,0
654838080_569536990858-00004.jpg,800,800,105,79,592,660,209,167,581,165,157,425,633,427,0
183712269_532025450506-00002.jpg,750,750,124,57,498,620,162,161,583,155,170,318,578,341,0
2086345148_565298591553-00004.jpg,800,800,34,41,518,710,151,149,474,144,64,656,586,670,1
722280079_544777996953-00001.jpg,1508,1508,183,161,1128,1282,398,244,1100,242,275,508,1238,521,0
928689748_536997097648-00005.jpg,1200,800,95,72,653,1070,155,230,610,220,125,868,687,870,1
1613897910_558443859754-00000.jpg,600,600,192,113,365,445,293,173,550,175,295,542,563,545,1
2706908609_557046275304-00002.jpg,800,800,104,0,544,767,169,112,622,122,164,757,550,771,1
281066853_564732182299-00004.jpg,1000,750,55,150,622,692,141,203,597,195,118,542,632,541,0
229896486_568573350901-00002.jpg,700,700,80,58,602,629,232,78,587,165,101,228,639,341,0
3156181759_566123077912-00003.jpg,400,400,69,94,266,264,114,127,283,122,91,276,312,274,0
1039600995_565622313995-00004.jpg,800,800,72,64,655,712,170,136,614,138,113,371,665,378,0
868367337_553278218928-00000.jpg,750,750,112,162,530,546,233,220,528,222,168,443,590,447,0
374998801_570788900394-00004.jpg,800,800,108,77,582,636,212,174,586,178,156,383,645,370,0
59841691_559537902764-00005.jpg,1200,800,4,136,788,903,126,258,676,258,51,1030,747,1030,1
693371956_563084095748-00003.jpg,800,800,15,78,700,669,284,171,586,211,80,642,627,746,1
3107578362_565931857164-00002.jpg,800,800,96,19,626,762,188,148,613,141,135,339,657,349,0
1048882122_569301260238-00004.jpg,800,800,91,1,632,702,186,82,619,84,142,260,660,264,0
2997911682_567841496872-00004.jpg,800,800,81,16,616,759,293,202,477,197,262,689,565,717,1
1916816684_531345496665-00004.jpg,800,800,142,70,515,709,236,99,504,105,169,363,610,339,0
925187770_544456426711-00000.jpg,800,800,107,34,516,647,193,117,521,124,113,283,598,292,0
1022822472_527441349860-00004.jpg,1000,750,29,157,682,732,148,215,600,232,98,403,650,414,0
3421866251_569290585964-00002.jpg,800,800,162,137,476,596,238,198,565,206,203,423,604,429,0
2465360058_566491093971-00001.jpg,800,800,85,89,632,645,222,160,584,157,146,357,663,355,0
687602278_567410299639-00001.jpg,800,800,92,64,640,641,234,157,570,156,107,312,711,306,0
1095175124_566016962025-00000.jpg,800,800,156,86,503,672,217,238,587,222,232,740,568,724,1
2018084145_546618847583-00000.jpg,800,800,66,17,648,744,170,162,629,163,116,760,679,760,1
3281299478_566689860719-00004.jpg,1000,750,71,171,587,766,175,243,552,239,133,413,606,407,0
56785317_566955985709-00001.jpg,800,800,92,82,656,635,235,158,550,137,180,426,649,385,0
1728955770_569062318356-00001.jpg,800,800,99,37,594,732,171,148,609,140,149,362,643,358,0
2934313375_566493968387-00003.jpg,800,800,133,104,539,559,223,176,563,159,185,347,619,334,0
1796123480_556777844706-00002.jpg,800,800,173,64,454,679,216,171,578,167,249,752,554,757,1
2009936518_566487051718-00005.jpg,800,533,5,50,524,694,62,165,450,166,23,350,496,345,0
355499374_569335229837-00000.jpg,800,800,80,109,718,659,157,368,539,109,190,644,778,248,0
1075668596_565192029250-00003.jpg,800,800,122,78,527,605,228,161,545,148,134,451,662,435,0
1014798024_569572915125-00004.jpg,800,800,27,74,726,672,209,186,579,175,83,494,721,497,0
2680915246_568685204332-00000.jpg,800,800,125,159,539,565,207,207,584,212,159,365,626,372,0
2290439566_570123811393-00001.jpg,750,750,86,48,573,689,177,148,565,147,127,341,619,340,0
1078689692_566377383143-00004.jpg,800,800,28,79,717,625,172,153,615,144,86,491,707,491,0
2312092117_567295186969-00004.jpg,800,800,37,40,727,724,167,94,626,92,91,288,708,285,0
2120917136_556411709698-00004.jpg,800,800,83,33,640,731,191,90,605,87,139,277,667,272,0
1054567296_564453617015-00004.jpg,800,800,112,85,574,650,226,139,557,139,159,311,645,305,0
33435462_569022730670-00004.jpg,800,800,14,8,754,584,638,81,713,439,88,432,164,76,1
1598779377_569284148654-00005.jpg,800,533,25,106,506,636,201,177,497,288,82,338,478,500,0
1619942444_568223311074-00003.jpg,800,800,23,158,762,477,244,249,585,251,35,570,770,587,1
73900259_567584378351-00003.jpg,1020,750,72,255,252,285,108,283,288,288,95,385,301,389,0
284742204_551895056952-00004.jpg,500,500,55,0,396,494,106,20,400,22,64,100,438,106,0
808509220_559368437021-00005.jpg,1200,800,10,154,768,902,135,325,653,327,68,1043,710,1043,1
679178362_569521481514-00004.jpg,800,800,56,17,703,756,154,111,660,91,122,386,700,361,0
1790133976_568523440132-00004.jpg,800,800,93,50,630,686,193,114,620,109,150,339,661,344,0
